Título,Autor,Editora,Páginas,Formato,Peso,Acabamento,Categoria,Edição,Preço
Filipenses - Vol. 02 Vida de Paz (capa dura),,Publicações Evangélicas Selecionadas,312,"14,5 x 21,5  cm",436 g.,Encadernado,Comentário - Novo Testamento,,"R$ 66,90"
"Tentação, A / A mortificação do pecado",John Owen,Publicações Evangélicas Selecionadas,184,14.00 x 21.00 cm,200.00 g.,Brochura,Teologia / Vida Cristã,,"R$ 30,90"
Romanos - vol. 10 - Fé Salvadora (nova edição),D.M. Lloyd-Jones,PES,448,16x23,717 g.,,Comentário Novo Testamento,,"R$ 89,90"
Romanos - vol. 11 - Para a Glória de Deus (nova edição),D.M. Lloyd-Jones,PES,328,16x23,520 g.,brochura,Comentário Novo Testamento,,"R$ 67,90"
"Bíblia: Infalível Palavra de Deus, A",Charles H. Spurgeon,Publicações Evangélicas Selecionadas,32,11.00 x 18.00 cm,33.00 g.,Brochura,Teologia,,"R$ 12,90"
"Bondade de Deus, A",Stephen Charnock,Publicações Evangélicas Selecionadas,288,16.00 x 23.00 cm,324.00 g.,Brochura,Teologia,,"R$ 43,90"
Por quem Cristo morreu?,John Owen,Publicações Evangélicas Selecionadas - PES,136,14 x 18 cm,165g.,Brochura,Teologia,,"R$ 22,90"
Providência,John Flavel,Publicações Evangélicas Selecionadas - PES,87,12 x 18 cm,82 g.,Brochura,Teologia,,"R$ 18,90"
Sermao aos inimigos da verdade,J. Knox,Publicações Evangélicas Selecionadas,80,10.5 x 18.00 cm,40.00 g.,Brochura,Teologia,,"R$ 16,90"
Seja Liberto: o resgate de Deus na obra salvífica de Cristo na cruz,Eryl Davies,Publicações Evangélicas Selecionadas,328,14.00 x 21.00 cm,380 g.,Brochura,Cristologia,,"R$ 55,90"
"Pregação, A",D. M. Lloyd-Jones,Publicações Evangélicas Selecionadas - PES,32,11 x 18 cm,32 g.,Brochura,Homilética,,"R$ 12,90"
Por que Deus permite a guerra?,David Martyn Lloyd-Jones,Publicações Evangélicas Selecionadas - PES,120,14 x 21 cm,130 g.,Brochura,Vida Cristã / Estudo Bíblico,,"R$ 21,90"
Céu na terra,Thomas Brooks,Publicações Evangélicas Selecionadas,376,16.00 x 23.00 cm,419.00 g.,Brochura,Vida Cristã,,"R$ 53,90"
Pecadores nas mãos de um Deus irado (nova edição),Jonathan Edwards,Publicações Evangélicas Selecionadas - PES,39,12 x 18 cm,52 g.,Brochura,Vida Cristã - Evangelismo,,"R$ 16,90"
Resista ao Diabo,Thomas Brooks,Publicações Evangélicas Selecionadas - PES,103,12 x 18 cm,100 g.,Brochura,Vida Cristã,,"R$ 20,90"
Sermões do ano de avivamento,C. H. Spurgeon,Publicações Evangélicas Selecionadas,128,14.00 x 18.00 cm,132.00 g.,Brochura,Igreja,,"R$ 24,90"
Enterro ou Cremação: Isso Importa?,Donald Howard,Publicações Evangélicas Selecionadas - PES,48,11 x 18 cm,44 g.,Brochura,Vida Cristã,,"R$ 13,90"
"Entrada triunfal em Jerusalém, A",C. H. Spurgeon,Publicações Evangélicas Selecionadas - PES,32,11 x 18 cm,34 g.,,Brochurra,,"R$ 12,90"
